"ID_id_num","ID_session_num","ID_tdate","ID_bdate","Trial_onset","Trial_offset","Trial_tool","Trial_tool_direction","Trial_target","Grasp_onset","Grasp_offset","Grasp_hand","Grasp_overunder","Grasp_radialunlar","Grasp_grip_type","Grasp_grasp_location_on_tool","born","test","Age","AdaptiveGrasp","session"
"1","1","25/02/2004","24/05/2003",307989,322740,"Spoon","r","i",312081,322707,"r","m","m","f","e",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",334950,371514,"Spoon","l","i",353760,357291,"l","o","r","f","e",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",383559,395835,"Spoon","l","i",389004,395703,"r","m","m","p","h",2003-05-24,2004-02-25,277,0,1
"1","1","25/02/2004","24/05/2003",424314,455103,"Spoon","r","i",447414,449196,"r","o","r","f","e",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",470514,491865,"Spoon","l","i",488004,490545,"r","o","u","f","h",2003-05-24,2004-02-25,277,0,1
"1","1","25/02/2004","24/05/2003",699501,706860,"Hammer","r","n",701778,704847,"r","o","r","p","m",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",806388,846153,"Brush","l","n",810876,811701,"l","o","r","p","e",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",806388,846153,"Brush","l","n",812328,845922,"l","o","r","p","e",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",849519,891198,"Brush","r","n",851895,876710,"r","o","r","p","m",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",849519,891198,"Brush","r","n",876711,891165,"l","o","r","f","e",2003-05-24,2004-02-25,277,0,1
"1","1","25/02/2004","24/05/2003",893673,975975,"Brush","r","n",896016,939378,"r","o","r","p","m",2003-05-24,2004-02-25,277,1,1
"1","1","25/02/2004","24/05/2003",893673,975975,"Brush","r","n",939379,949014,"l","o","r","p","h",2003-05-24,2004-02-25,277,0,1
"1","1","25/02/2004","24/05/2003",893673,975975,"Brush","r","n",949015,950829,"r","u","u","p","e",2003-05-24,2004-02-25,277,0,1
"1","1","25/02/2004","24/05/2003",893673,975975,"Brush","r","n",950830,975843,"h","u","u","p","e",2003-05-24,2004-02-25,277,1,1
"1","2","03/03/2004","24/05/2003",274527,300069,"Spoon","l","i",281589,283206,"r","o","u","p","m",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",384153,384879,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",392964,396660,"r","o","r","p","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",397122,397122,"r","o","r","p","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",398278,418671,"r","o","r","p","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",418672,419562,"l","u","r","p","h",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",419563,421971,"r","o","r","p","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",422004,425898,"l","o","r","p","m",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",425899,427680,"r","m","m","p","h",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",366597,431640,"Spoon","r","i",427713,431277,"l","o","r","p","e",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",605286,608421,"r","o","r","f","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",609180,609741,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",611622,612117,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",614724,615351,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",617430,618387,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",593076,627858,"Hammer","r","n",618882,619707,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",661353,706233,"Hammer","l","n",687225,688908,"r","m","m","p","h",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",661353,706233,"Hammer","l","n",689172,690657,"r","m","m","p","h",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",744876,772299,"Hammer","r","n",754545,755205,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",744876,772299,"Hammer","r","n",755766,756558,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",793716,841500,"Hammer","l","n",807939,814968,"l","m","m","f","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",793716,841500,"Hammer","l","n",815397,837738,"l","u","u","p","m",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",864534,867405,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",869055,875787,"r","o","r","p","e",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",875820,876975,"l","m","m","p","h",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",877008,878757,"r","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",878790,886611,"l","o","r","p","e",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",886644,887469,"r","u","r","p","m",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",862620,909975,"Brush","r","n",887502,909843,"l","o","r","p","e",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",912186,969408,"Brush","l","n",915288,922977,"r","o","u","p","m",2003-05-24,2004-03-03,284,0,2
"1","2","03/03/2004","24/05/2003",912186,969408,"Brush","l","n",923010,924429,"l","m","m","p","h",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",912186,969408,"Brush","l","n",924462,934626,"r","u","r","p","h",2003-05-24,2004-03-03,284,1,2
"1","2","03/03/2004","24/05/2003",912186,969408,"Brush","l","n",936705,969276,"l","o","r","p","m",2003-05-24,2004-03-03,284,1,2
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",339603,345081,"l","o","u","f","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",345114,347061,"r","u","u","p","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",347127,350295,"l","o","u","p","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",350328,351153,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",351219,352506,"l","o","u","p","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",335412,353133,"Spoon","r","i",352539,353001,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",366828,414513,"Spoon","l","i",393789,394647,"l","o","r","f","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",366828,414513,"Spoon","l","i",395010,398706,"l","o","r","f","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",366828,414513,"Spoon","l","i",398739,399927,"r","o","r","f","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",366828,414513,"Spoon","l","i",399960,406461,"l","o","r","f","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",453090,480744,"Spoon","l","i",462033,465102,"r","o","r","p","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",453090,480744,"Spoon","l","i",465135,470943,"l","o","u","p","h",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",453090,480744,"Spoon","l","i",470976,480612,"r","o","r","p","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",633666,680823,"Brush","l","e",666435,680691,"r","o","u","p","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",684816,715341,"Brush","r","e",696630,715044,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",802857,823812,"Hammer","l","n",806454,811767,"r","o","u","p","m",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",839553,858792,"Hammer","r","n",842457,858792,"r","o","r","p","m",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",861597,877767,"Hammer","l","n",868725,875985,"r","o","r","p","m",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",902748,918225,"Hammer","l","n",904365,905718,"r","o","u","f","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",902748,918225,"Hammer","l","n",905883,912780,"r","o","r","p","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",938025,958716,"Hammer","l","n",939081,949344,"r","o","r","p","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",968748,1002111,"Hammer","r","n",977295,987855,"r","u","u","p","m",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",968748,1002111,"Hammer","r","n",987888,1000890,"l","u","u","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1009536,1041777,"Hammer","r","n",1017819,1035705,"r","o","r","p","m",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1080849,1095369,"Magnet","r","n",1082730,1086822,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1080849,1095369,"Magnet","r","n",1086855,1094544,"l","u","u","p","m",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1080849,1095369,"Magnet","r","n",1094577,1095039,"r","o","r","p","h",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1118535,1149522,"Magnet","l","n",1120944,1125729,"r","o","u","p","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",1118535,1149522,"Magnet","l","n",1137972,1142031,"r","o","r","p","m",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",1159752,1167870,"Magnet","r","n",1161666,1165395,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1184535,1205688,"Magnet","l","n",1186944,1193940,"r","o","u","f","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",1184535,1205688,"Magnet","l","n",1199484,1203246,"r","o","r","f","e",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",1229712,1239711,"Hammer","r","n",1232121,1236411,"r","o","r","p","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1309803,1329669,"Spoon","r","e",1316007,1322937,"r","o","r","p","m",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1338381,1374483,"Spoon","l","e",1347027,1355739,"r","o","u","p","h",2003-05-24,2004-03-10,291,0,3
"1","3","10/03/2004","24/05/2003",1377981,1406613,"Spoon","r","e",1380918,1385637,"r","o","r","f","e",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1377981,1406613,"Spoon","r","e",1388343,1389201,"r","o","r","p","h",2003-05-24,2004-03-10,291,1,3
"1","3","10/03/2004","24/05/2003",1377981,1406613,"Spoon","r","e",1390620,1391643,"r","o","r","p","m",2003-05-24,2004-03-10,291,1,3
"1","4","12/04/2004","24/05/2003",366003,397980,"Spoon","l","i",370260,370788,"l","o","r","f","e",2003-05-24,2004-04-12,324,1,4
"1","4","12/04/2004","24/05/2003",366003,397980,"Spoon","l","i",371184,382503,"l","o","r","f","e",2003-05-24,2004-04-12,324,1,4
"1","4","12/04/2004","24/05/2003",366003,397980,"Spoon","l","i",384681,389895,"r","u","r","p","h",2003-05-24,2004-04-12,324,1,4
"1","4","12/04/2004","24/05/2003",366003,397980,"Spoon","l","i",389928,396033,"l","o","r","p","m",2003-05-24,2004-04-12,324,1,4
"1","4","12/04/2004","24/05/2003",521268,556611,"Hammer","r","n",524139,556314,"r","o","r","p","m",2003-05-24,2004-04-12,324,1,4
"1","4","12/04/2004","24/05/2003",562122,608784,"Hammer","l","n",565158,569778,"r","m","m","p","h",2003-05-24,2004-04-12,324,0,4
"1","4","12/04/2004","24/05/2003",562122,608784,"Hammer","l","n",569811,608751,"l","u","u","p","e",2003-05-24,2004-04-12,324,0,4
"1","4","12/04/2004","24/05/2003",927663,948750,"Brush","r","e",930402,948618,"r","o","r","p","e",2003-05-24,2004-04-12,324,1,4
"1","5","24/04/2004","24/05/2003",309540,343134,"Hammer","l","n",317328,342969,"l","o","r","p","m",2003-05-24,2004-04-24,336,1,5
"1","5","24/04/2004","24/05/2003",447282,483153,"Hammer","r","n",456621,475266,"r","o","r","p","m",2003-05-24,2004-04-24,336,1,5
"1","5","24/04/2004","24/05/2003",447282,483153,"Hammer","r","n",475299,483120,"l","o","r","p","e",2003-05-24,2004-04-24,336,0,5
"1","5","24/04/2004","24/05/2003",559284,662607,"Brush","l","e",600237,616110,"l","o","u","p","m",2003-05-24,2004-04-24,336,1,5
"1","6","17/05/2004","24/05/2003",405867,436029,"Brush","l","e",409398,435930,"l","o","r","f","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",437910,449922,"Brush","r","e",439461,448734,"r","o","r","p","e",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",456654,485892,"Brush","l","e",469755,472626,"r","o","u","p","h",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",456654,485892,"Brush","l","e",472659,485859,"l","o","r","p","e",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",488598,498498,"Brush","r","e",489852,498366,"r","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",504735,557700,"Brush","l","e",520608,557436,"l","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",588753,647526,"Brush","l","e",609279,624855,"l","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",588753,647526,"Brush","l","e",634458,647295,"l","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",658647,684354,"Hammer","r","n",659505,680988,"r","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",688677,712437,"Hammer","l","n",694287,712239,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",715902,737484,"Hammer","l","n",718542,721149,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",715902,737484,"Hammer","l","n",721182,737418,"l","u","u","p","e",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",740619,764247,"Hammer","l","n",749562,764181,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",768075,779592,"Hammer","r","n",770979,779493,"r","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",784443,819192,"Hammer","l","n",803187,807675,"r","m","m","p","h",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",784443,819192,"Hammer","l","n",807708,818730,"l","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",822789,842853,"Hammer","r","n",831798,842655,"r","o","r","p","m",2003-05-24,2004-05-17,359,1,6
"1","6","17/05/2004","24/05/2003",847704,865557,"Hammer","l","n",850707,865326,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",875259,897041,"Spoon","l","i",878988,892881,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",913176,930369,"Spoon","l","i",923884,929511,"r","o","u","p","m",2003-05-24,2004-05-17,359,0,6
"1","6","17/05/2004","24/05/2003",974589,1005213,"Spoon","r","i",983796,1003827,"r","o","r","f","e",2003-05-24,2004-05-17,359,1,6
"1","7","11/06/2004","24/05/2003",413292,440451,"Brush","l","e",415668,440121,"l","o","r","f","e",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",687819,724086,"Hammer","l","n",689502,708114,"r","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",687819,724086,"Hammer","l","n",708147,709236,"l","o","r","f","e",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",687819,724086,"Hammer","l","n",709533,724053,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",725406,746361,"Hammer","r","n",727650,736824,"l","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",725406,746361,"Hammer","r","n",736857,738606,"r","o","r","f","h",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",725406,746361,"Hammer","r","n",738639,743820,"l","o","r","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",725406,746361,"Hammer","r","n",744579,746097,"l","u","u","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",749628,761937,"Hammer","l","n",751410,761211,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",767910,795201,"Hammer","r","n",776259,795135,"l","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",797643,823020,"Hammer","l","n",804408,822822,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",824967,848562,"Hammer","r","n",830643,848397,"l","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",858066,872817,"Hammer","l","n",860442,870837,"r","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",858066,872817,"Hammer","l","n",870870,872784,"l","u","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",884301,901395,"Hammer","l","n",892386,901296,"l","o","u","p","e",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1309407,1322640,"Magnet","r","n",1312080,1322541,"l","o","u","p","h",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1329537,1337589,"Magnet","l","n",1332507,1336071,"r","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1354716,1363626,"Magnet","l","n",1356960,1363296,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1366035,1395933,"Magnet","r","n",1373295,1383162,"r","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1366035,1395933,"Magnet","r","n",1390455,1393755,"r","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1398837,1425270,"Magnet","l","n",1400190,1408473,"r","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1398837,1425270,"Magnet","l","n",1408539,1420023,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1427580,1446027,"Magnet","r","n",1429560,1445961,"r","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1448238,1479720,"Magnet","l","n",1450119,1464903,"r","o","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1448238,1479720,"Magnet","l","n",1465893,1468137,"r","o","r","p","h",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1448238,1479720,"Magnet","l","n",1469226,1471602,"r","o","u","p","h",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1448238,1479720,"Magnet","l","n",1471635,1478400,"l","u","u","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1485165,1493382,"Magnet","l","n",1486452,1490841,"l","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1497375,1499388,"l","o","u","p","h",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1499421,1504305,"r","o","u","p","h",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1504338,1505724,"l","o","r","p","m",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1506648,1525656,"l","o","r","p","h",2003-05-24,2004-06-11,384,0,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1525689,1527768,"r","o","r","p","m",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1527801,1529517,"l","u","r","p","h",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1529550,1530639,"r","o","r","p","e",2003-05-24,2004-06-11,384,1,7
"1","7","11/06/2004","24/05/2003",1497111,1551224,"Magnet","r","n",1530672,1550307,"l","u","r","p","h",2003-05-24,2004-06-11,384,1,7
"2","1","04/02/2004","21/02/2003",206613,231330,"Hammer","r","n",211464,214566,"l","m","m","p","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",206613,231330,"Hammer","r","n",214599,226083,"r","o","r","p","e",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",248325,262614,"Hammer","l","n",257994,259116,"l","o","r","f","e",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",281193,305745,"Hammer","l","n",301653,302610,"l","o","r","f","e",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",345015,358677,"Magnet","l","n",355740,356994,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",400257,413787,"Spoon","l","i",402732,404910,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",400257,413787,"Spoon","l","i",404943,409860,"r","o","r","f","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",434313,445566,"Spoon","r","i",440319,443124,"l","m","m","f","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",465498,485628,"Spoon","l","i",469821,485595,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",496419,519585,"Spoon","r","i",500445,503811,"l","o","u","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",496419,519585,"Spoon","r","i",503844,512160,"r","u","r","p","e",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",496419,519585,"Spoon","r","i",512193,519585,"l","u","r","f","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",542454,546249,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",546282,551133,"r","o","r","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",551166,552948,"l","o","r","f","h",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",553113,556743,"r","o","r","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",556776,557964,"l","u","r","p","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",539121,559548,"Spoon","l","i",557997,559515,"r","o","r","f","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",573375,594660,"Spoon","r","i",575685,580008,"l","o","u","p","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",573375,594660,"Spoon","r","i",580041,594594,"r","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",604692,619872,"Spoon","l","i",606276,609081,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",604692,619872,"Spoon","l","i",609114,619839,"r","o","r","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",628452,645425,"Spoon","r","i",630729,631752,"l","o","u","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",628452,645425,"Spoon","r","i",631785,635019,"r","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",677688,707064,"Magnet","r","i",679074,680229,"l","o","u","p","m",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",677688,707064,"Magnet","r","i",680262,685476,"r","u","u","p","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",677688,707064,"Magnet","r","i",699666,701514,"l","u","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",677688,707064,"Magnet","r","i",701547,704451,"r","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",715803,724066,"Magnet","l","i",717453,718575,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",762201,784410,"Brush","l","i",764874,772299,"l","o","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",762201,784410,"Brush","l","i",772332,784179,"r","u","r","p","m",2003-02-21,2004-02-04,348,1,1
"2","1","04/02/2004","21/02/2003",787677,801042,"Brush","r","i",788766,790251,"l","o","u","f","h",2003-02-21,2004-02-04,348,0,1
"2","1","04/02/2004","21/02/2003",787677,801042,"Brush","r","i",792594,801042,"l","o","r","p","m",2003-02-21,2004-02-04,348,0,1
"2","2","11/02/2004","21/02/2003",236412,248391,"Spoon","l","n",239052,248292,"l","o","r","p","m",2003-02-21,2004-02-11,355,1,2
"2","2","11/02/2004","21/02/2003",278124,285252,"Spoon","r","i",280599,285186,"l","u","u","p","h",2003-02-21,2004-02-11,355,1,2
"2","2","11/02/2004","21/02/2003",578160,590436,"Brush","l","n",580965,590403,"l","o","r","p","m",2003-02-21,2004-02-11,355,1,2
