ID_id_num,ID_session_num,ID_tdate,ID_bdate,Trial_onset,Trial_offset,Trial_tool,Trial_tool_direction,Trial_target,Grasp_onset,Grasp_offset,Grasp_hand,Grasp_overunder,Grasp_radialunlar,Grasp_grip_type,Grasp_grasp_location_on_tool
01,01,25/02/2004,24/05/2003,307989,322740,s,r,i,312081,322707,r,m,m,f,e
01,01,25/02/2004,24/05/2003,334950,371514,s,l,i,353760,357291,l,o,r,f,e
01,01,25/02/2004,24/05/2003,383559,395835,s,l,i,389004,395703,r,m,m,p,h
01,01,25/02/2004,24/05/2003,424314,455103,s,r,i,447414,449196,r,o,r,f,e
01,01,25/02/2004,24/05/2003,470514,491865,s,l,i,488004,490545,r,o,u,f,h
01,01,25/02/2004,24/05/2003,515130,558030,s,r,i,"","","","","","",""
01,01,25/02/2004,24/05/2003,570900,587763,s,l,i,"","","","","","",""
01,01,25/02/2004,24/05/2003,671979,688314,h,l,n,"","","","","","",""
01,01,25/02/2004,24/05/2003,699501,706860,h,r,n,701778,704847,r,o,r,p,m
01,01,25/02/2004,24/05/2003,723228,730290,h,l,n,"","","","","","",""
01,01,25/02/2004,24/05/2003,737352,781242,h,l,n,"","","","","","",""
01,01,25/02/2004,24/05/2003,806388,846153,b,l,n,810876,811701,l,o,r,p,e
01,01,25/02/2004,24/05/2003,806388,846153,b,l,n,812328,845922,l,o,r,p,e
01,01,25/02/2004,24/05/2003,849519,891198,b,r,n,851895,876710,r,o,r,p,m
01,01,25/02/2004,24/05/2003,849519,891198,b,r,n,876711,891165,l,o,r,f,e
01,01,25/02/2004,24/05/2003,893673,975975,b,r,n,896016,939378,r,o,r,p,m
01,01,25/02/2004,24/05/2003,893673,975975,b,r,n,939379,949014,l,o,r,p,h
01,01,25/02/2004,24/05/2003,893673,975975,b,r,n,949015,950829,r,u,u,p,e
01,01,25/02/2004,24/05/2003,893673,975975,b,r,n,950830,975843,h,u,u,p,e
01,01,25/02/2004,24/05/2003,2030325,2045010,s,l,i,"","","","","","",""
01,01,25/02/2004,24/05/2003,2049630,2062896,s,l,i,"","","","","","",""
01,01,25/02/2004,24/05/2003,2088042,2094213,h,l,n,"","","","","","",""
01,02,03/03/2004,24/05/2003,274527,300069,s,l,i,281589,283206,r,o,u,p,m
01,02,03/03/2004,24/05/2003,317724,354816,s,r,i,"","","","","","",""
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,384153,384879,r,o,r,p,m
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,392964,396660,r,o,r,p,e
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,397122,397122,r,o,r,p,e
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,398278,418671,r,o,r,p,e
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,418672,419562,l,u,r,p,h
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,419563,421971,r,o,r,p,e
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,422004,425898,l,o,r,p,m
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,425899,427680,r,m,m,p,h
01,02,03/03/2004,24/05/2003,366597,431640,s,r,i,427713,431277,l,o,r,p,e
01,02,03/03/2004,24/05/2003,448305,470415,s,l,i,"","","","","","",""
01,02,03/03/2004,24/05/2003,481239,518859,s,r,i,"","","","","","",""
01,02,03/03/2004,24/05/2003,529683,543279,s,r,i,"","","","","","",""
01,02,03/03/2004,24/05/2003,543675,550110,s,r,i,"","","","","","",""
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,605286,608421,r,o,r,f,m
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,609180,609741,r,o,r,p,m
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,611622,612117,r,o,r,p,m
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,614724,615351,r,o,r,p,m
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,617430,618387,r,o,r,p,m
01,02,03/03/2004,24/05/2003,593076,627858,h,r,n,618882,619707,r,o,r,p,m
01,02,03/03/2004,24/05/2003,661353,706233,h,l,n,687225,688908,r,m,m,p,h
01,02,03/03/2004,24/05/2003,661353,706233,h,l,n,689172,690657,r,m,m,p,h
01,02,03/03/2004,24/05/2003,726066,742236,h,l,n,"","","","","","",""
01,02,03/03/2004,24/05/2003,744876,772299,h,r,n,754545,755205,r,o,r,p,m
01,02,03/03/2004,24/05/2003,744876,772299,h,r,n,755766,756558,r,o,r,p,m
01,02,03/03/2004,24/05/2003,793716,841500,h,l,n,807939,814968,l,m,m,f,e
01,02,03/03/2004,24/05/2003,793716,841500,h,l,n,815397,837738,l,u,u,p,m
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,864534,867405,r,o,r,p,m
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,869055,875787,r,o,r,p,e
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,875820,876975,l,m,m,p,h
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,877008,878757,r,o,r,p,m
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,878790,886611,l,o,r,p,e
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,886644,887469,r,u,r,p,m
01,02,03/03/2004,24/05/2003,862620,909975,b,r,n,887502,909843,l,o,r,p,e
01,02,03/03/2004,24/05/2003,912186,969408,b,l,n,915288,922977,r,o,u,p,m
01,02,03/03/2004,24/05/2003,912186,969408,b,l,n,923010,924429,l,m,m,p,h
01,02,03/03/2004,24/05/2003,912186,969408,b,l,n,924462,934626,r,u,r,p,h
01,02,03/03/2004,24/05/2003,912186,969408,b,l,n,936705,969276,l,o,r,p,m
01,02,03/03/2004,24/05/2003,1014783,1024815,b,l,n,"","","","","","",""
01,02,03/03/2004,24/05/2003,1186416,1194501,s,r,n,"","","","","","",""
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,339603,345081,l,o,u,f,e
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,345114,347061,r,u,u,p,e
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,347127,350295,l,o,u,p,h
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,350328,351153,r,o,r,p,e
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,351219,352506,l,o,u,p,h
01,03,10/03/2004,24/05/2003,335412,353133,s,r,i,352539,353001,r,o,r,p,e
01,03,10/03/2004,24/05/2003,366828,414513,s,l,i,393789,394647,l,o,r,f,e
01,03,10/03/2004,24/05/2003,366828,414513,s,l,i,395010,398706,l,o,r,f,e
01,03,10/03/2004,24/05/2003,366828,414513,s,l,i,398739,399927,r,o,r,f,e
01,03,10/03/2004,24/05/2003,366828,414513,s,l,i,399960,406461,l,o,r,f,e
01,03,10/03/2004,24/05/2003,453090,480744,s,l,i,462033,465102,r,o,r,p,e
01,03,10/03/2004,24/05/2003,453090,480744,s,l,i,465135,470943,l,o,u,p,h
01,03,10/03/2004,24/05/2003,453090,480744,s,l,i,470976,480612,r,o,r,p,e
01,03,10/03/2004,24/05/2003,525030,528330,s,l,e,"","","","","","",""
01,03,10/03/2004,24/05/2003,536547,580371,s,l,e,"","","","","","",""
01,03,10/03/2004,24/05/2003,633666,680823,b,l,e,666435,680691,r,o,u,p,e
01,03,10/03/2004,24/05/2003,684816,715341,b,r,e,696630,715044,r,o,r,p,e
01,03,10/03/2004,24/05/2003,718938,762696,b,l,e,"","","","","","",""
01,03,10/03/2004,24/05/2003,802857,823812,h,l,n,806454,811767,r,o,u,p,m
01,03,10/03/2004,24/05/2003,839553,858792,h,r,n,842457,858792,r,o,r,p,m
01,03,10/03/2004,24/05/2003,861597,877767,h,l,n,868725,875985,r,o,r,p,m
01,03,10/03/2004,24/05/2003,896082,899019,h,l,n,"","","","","","",""
01,03,10/03/2004,24/05/2003,902748,918225,h,l,n,904365,905718,r,o,u,f,e
01,03,10/03/2004,24/05/2003,902748,918225,h,l,n,905883,912780,r,o,r,p,e
01,03,10/03/2004,24/05/2003,938025,958716,h,l,n,939081,949344,r,o,r,p,h
01,03,10/03/2004,24/05/2003,968748,1002111,h,r,n,977295,987855,r,u,u,p,m
01,03,10/03/2004,24/05/2003,968748,1002111,h,r,n,987888,1000890,l,u,u,p,e
01,03,10/03/2004,24/05/2003,1009536,1041777,h,r,n,1017819,1035705,r,o,r,p,m
01,03,10/03/2004,24/05/2003,1080849,1095369,m,r,n,1082730,1086822,r,o,r,p,e
01,03,10/03/2004,24/05/2003,1080849,1095369,m,r,n,1086855,1094544,l,u,u,p,m
01,03,10/03/2004,24/05/2003,1080849,1095369,m,r,n,1094577,1095039,r,o,r,p,h
01,03,10/03/2004,24/05/2003,1118535,1149522,m,l,n,1120944,1125729,r,o,u,p,h
01,03,10/03/2004,24/05/2003,1118535,1149522,m,l,n,1137972,1142031,r,o,r,p,m
01,03,10/03/2004,24/05/2003,1159752,1167870,m,r,n,1161666,1165395,r,o,r,p,e
01,03,10/03/2004,24/05/2003,1184535,1205688,m,l,n,1186944,1193940,r,o,u,f,h
01,03,10/03/2004,24/05/2003,1184535,1205688,m,l,n,1199484,1203246,r,o,r,f,e
01,03,10/03/2004,24/05/2003,1229712,1239711,h,r,n,1232121,1236411,r,o,r,p,e
01,03,10/03/2004,24/05/2003,1309803,1329669,s,r,e,1316007,1322937,r,o,r,p,m
01,03,10/03/2004,24/05/2003,1338381,1374483,s,l,e,1347027,1355739,r,o,u,p,h
01,03,10/03/2004,24/05/2003,1377981,1406613,s,r,e,1380918,1385637,r,o,r,f,e
01,03,10/03/2004,24/05/2003,1377981,1406613,s,r,e,1388343,1389201,r,o,r,p,h
01,03,10/03/2004,24/05/2003,1377981,1406613,s,r,e,1390620,1391643,r,o,r,p,m
01,04,12/04/2004,24/05/2003,366003,397980,s,l,i,370260,370788,l,o,r,f,e
01,04,12/04/2004,24/05/2003,366003,397980,s,l,i,371184,382503,l,o,r,f,e
01,04,12/04/2004,24/05/2003,366003,397980,s,l,i,384681,389895,r,u,r,p,h
01,04,12/04/2004,24/05/2003,366003,397980,s,l,i,389928,396033,l,o,r,p,m
01,04,12/04/2004,24/05/2003,403359,434082,s,r,i,"","","","","","",""
01,04,12/04/2004,24/05/2003,443883,469260,s,r,i,"","","","","","",""
01,04,12/04/2004,24/05/2003,521268,556611,h,r,n,524139,556314,r,o,r,p,m
01,04,12/04/2004,24/05/2003,562122,608784,h,l,n,565158,569778,r,m,m,p,h
01,04,12/04/2004,24/05/2003,562122,608784,h,l,n,569811,608751,l,u,u,p,e
01,04,12/04/2004,24/05/2003,611952,625482,h,r,n,"","","","","","",""
01,04,12/04/2004,24/05/2003,630927,673728,h,r,n,"","","","","","",""
01,04,12/04/2004,24/05/2003,676467,703032,h,r,n,"","","","","","",""
01,04,12/04/2004,24/05/2003,927663,948750,b,r,e,930402,948618,r,o,r,p,e
01,04,12/04/2004,24/05/2003,951522,969177,b,l,e,"","","","","","",""
01,04,12/04/2004,24/05/2003,976173,1009800,b,l,e,"","","","","","",""
01,05,24/04/2004,24/05/2003,309540,343134,h,l,n,317328,342969,l,o,r,p,m
01,05,24/04/2004,24/05/2003,347391,369864,h,r,n,"","","","","","",""
01,05,24/04/2004,24/05/2003,372141,412599,h,l,n,"","","","","","",""
01,05,24/04/2004,24/05/2003,416328,435138,h,r,n,"","","","","","",""
01,05,24/04/2004,24/05/2003,436656,442530,h,r,n,"","","","","","",""
01,05,24/04/2004,24/05/2003,447282,483153,h,r,n,456621,475266,r,o,r,p,m
01,05,24/04/2004,24/05/2003,447282,483153,h,r,n,475299,483120,l,o,r,p,e
01,05,24/04/2004,24/05/2003,490116,531234,h,l,n,"","","","","","",""
01,05,24/04/2004,24/05/2003,559284,662607,b,l,e,600237,616110,l,o,u,p,m
01,06,17/05/2004,24/05/2003,250437,352506,s,l,i,"","","","","","",""
01,06,17/05/2004,24/05/2003,405867,436029,b,l,e,409398,435930,l,o,r,f,m
01,06,17/05/2004,24/05/2003,437910,449922,b,r,e,439461,448734,r,o,r,p,e
01,06,17/05/2004,24/05/2003,456654,485892,b,l,e,469755,472626,r,o,u,p,h
01,06,17/05/2004,24/05/2003,456654,485892,b,l,e,472659,485859,l,o,r,p,e
01,06,17/05/2004,24/05/2003,488598,498498,b,r,e,489852,498366,r,o,r,p,m
01,06,17/05/2004,24/05/2003,504735,557700,b,l,e,520608,557436,l,o,r,p,m
01,06,17/05/2004,24/05/2003,560340,567191,b,r,e,"","","","","","",""
01,06,17/05/2004,24/05/2003,572682,584727,b,l,e,"","","","","","",""
01,06,17/05/2004,24/05/2003,588753,647526,b,l,e,609279,624855,l,o,r,p,m
01,06,17/05/2004,24/05/2003,588753,647526,b,l,e,634458,647295,l,o,r,p,m
01,06,17/05/2004,24/05/2003,658647,684354,h,r,n,659505,680988,r,o,r,p,m
01,06,17/05/2004,24/05/2003,688677,712437,h,l,n,694287,712239,r,o,u,p,m
01,06,17/05/2004,24/05/2003,715902,737484,h,l,n,718542,721149,r,o,u,p,m
01,06,17/05/2004,24/05/2003,715902,737484,h,l,n,721182,737418,l,u,u,p,e
01,06,17/05/2004,24/05/2003,740619,764247,h,l,n,749562,764181,r,o,u,p,m
01,06,17/05/2004,24/05/2003,768075,779592,h,r,n,770979,779493,r,o,r,p,m
01,06,17/05/2004,24/05/2003,784443,819192,h,l,n,803187,807675,r,m,m,p,h
01,06,17/05/2004,24/05/2003,784443,819192,h,l,n,807708,818730,l,o,r,p,m
01,06,17/05/2004,24/05/2003,822789,842853,h,r,n,831798,842655,r,o,r,p,m
01,06,17/05/2004,24/05/2003,847704,865557,h,l,n,850707,865326,r,o,u,p,m
01,06,17/05/2004,24/05/2003,875259,897041,s,l,i,878988,892881,r,o,u,p,m
01,06,17/05/2004,24/05/2003,913176,930369,s,l,i,923884,929511,r,o,u,p,m
01,06,17/05/2004,24/05/2003,940335,966339,s,r,i,"","","","","","",""
01,06,17/05/2004,24/05/2003,974589,1005213,s,r,i,983796,1003827,r,o,r,f,e
01,07,11/06/2004,24/05/2003,162459,170907,s,r,i,"","","","","","",""
01,07,11/06/2004,24/05/2003,191004,341715,s,l,i,"","","","","","",""
01,07,11/06/2004,24/05/2003,413292,440451,b,l,e,415668,440121,l,o,r,f,e
01,07,11/06/2004,24/05/2003,445731,518859,b,r,e,"","","","","","",""
01,07,11/06/2004,24/05/2003,522819,577566,b,r,i,"","","","","","",""
01,07,11/06/2004,24/05/2003,577830,599643,b,r,e,"","","","","","",""
01,07,11/06/2004,24/05/2003,603867,638616,b,r,e,"","","","","","",""
01,07,11/06/2004,24/05/2003,687819,724086,h,l,n,689502,708114,r,o,u,p,m
01,07,11/06/2004,24/05/2003,687819,724086,h,l,n,708147,709236,l,o,r,f,e
01,07,11/06/2004,24/05/2003,687819,724086,h,l,n,709533,724053,l,o,r,p,m
01,07,11/06/2004,24/05/2003,725406,746361,h,r,n,727650,736824,l,o,u,p,m
01,07,11/06/2004,24/05/2003,725406,746361,h,r,n,736857,738606,r,o,r,f,h
01,07,11/06/2004,24/05/2003,725406,746361,h,r,n,738639,743820,l,o,r,p,m
01,07,11/06/2004,24/05/2003,725406,746361,h,r,n,744579,746097,l,u,u,p,m
01,07,11/06/2004,24/05/2003,749628,761937,h,l,n,751410,761211,l,o,r,p,m
01,07,11/06/2004,24/05/2003,767910,795201,h,r,n,776259,795135,l,o,u,p,m
01,07,11/06/2004,24/05/2003,797643,823020,h,l,n,804408,822822,l,o,r,p,m
01,07,11/06/2004,24/05/2003,824967,848562,h,r,n,830643,848397,l,o,u,p,m
01,07,11/06/2004,24/05/2003,858066,872817,h,l,n,860442,870837,r,o,u,p,m
01,07,11/06/2004,24/05/2003,858066,872817,h,l,n,870870,872784,l,u,u,p,m
01,07,11/06/2004,24/05/2003,884301,901395,h,l,n,892386,901296,l,o,u,p,e
01,07,11/06/2004,24/05/2003,1111671,1161303,s,r,i,"","","","","","",""
01,07,11/06/2004,24/05/2003,1309407,1322640,m,r,n,1312080,1322541,l,o,u,p,h
01,07,11/06/2004,24/05/2003,1329537,1337589,m,l,n,1332507,1336071,r,o,u,p,m
01,07,11/06/2004,24/05/2003,1354716,1363626,m,l,n,1356960,1363296,l,o,r,p,m
01,07,11/06/2004,24/05/2003,1366035,1395933,m,r,n,1373295,1383162,r,o,r,p,m
01,07,11/06/2004,24/05/2003,1366035,1395933,m,r,n,1390455,1393755,r,o,r,p,m
01,07,11/06/2004,24/05/2003,1398837,1425270,m,l,n,1400190,1408473,r,o,u,p,m
01,07,11/06/2004,24/05/2003,1398837,1425270,m,l,n,1408539,1420023,l,o,r,p,m
01,07,11/06/2004,24/05/2003,1427580,1446027,m,r,n,1429560,1445961,r,o,r,p,m
01,07,11/06/2004,24/05/2003,1448238,1479720,m,l,n,1450119,1464903,r,o,u,p,m
01,07,11/06/2004,24/05/2003,1448238,1479720,m,l,n,1465893,1468137,r,o,r,p,h
01,07,11/06/2004,24/05/2003,1448238,1479720,m,l,n,1469226,1471602,r,o,u,p,h
01,07,11/06/2004,24/05/2003,1448238,1479720,m,l,n,1471635,1478400,l,u,u,p,m
01,07,11/06/2004,24/05/2003,1482063,1484505,m,l,n,"","","","","","",""
01,07,11/06/2004,24/05/2003,1485165,1493382,m,l,n,1486452,1490841,l,o,r,p,m
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1497375,1499388,l,o,u,p,h
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1499421,1504305,r,o,u,p,h
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1504338,1505724,l,o,r,p,m
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1506648,1525656,l,o,r,p,h
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1525689,1527768,r,o,r,p,m
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1527801,1529517,l,u,r,p,h
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1529550,1530639,r,o,r,p,e
01,07,11/06/2004,24/05/2003,1497111,1551224,m,r,n,1530672,1550307,l,u,r,p,h
02,01,04/02/2004,21/02/2003,206613,231330,h,r,n,211464,214566,l,m,m,p,h
02,01,04/02/2004,21/02/2003,206613,231330,h,r,n,214599,226083,r,o,r,p,e
02,01,04/02/2004,21/02/2003,248325,262614,h,l,n,257994,259116,l,o,r,f,e
02,01,04/02/2004,21/02/2003,281193,305745,h,l,n,301653,302610,l,o,r,f,e
02,01,04/02/2004,21/02/2003,345015,358677,m,l,n,355740,356994,l,o,r,p,m
02,01,04/02/2004,21/02/2003,400257,413787,s,l,i,402732,404910,l,o,r,p,m
02,01,04/02/2004,21/02/2003,400257,413787,s,l,i,404943,409860,r,o,r,f,m
02,01,04/02/2004,21/02/2003,434313,445566,s,r,i,440319,443124,l,m,m,f,h
02,01,04/02/2004,21/02/2003,465498,485628,s,l,i,469821,485595,l,o,r,p,m
02,01,04/02/2004,21/02/2003,496419,519585,s,r,i,500445,503811,l,o,u,p,m
02,01,04/02/2004,21/02/2003,496419,519585,s,r,i,503844,512160,r,u,r,p,e
02,01,04/02/2004,21/02/2003,496419,519585,s,r,i,512193,519585,l,u,r,f,m
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,542454,546249,l,o,r,p,m
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,546282,551133,r,o,r,p,m
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,551166,552948,l,o,r,f,h
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,553113,556743,r,o,r,p,m
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,556776,557964,l,u,r,p,h
02,01,04/02/2004,21/02/2003,539121,559548,s,l,i,557997,559515,r,o,r,f,h
02,01,04/02/2004,21/02/2003,573375,594660,s,r,i,575685,580008,l,o,u,p,h
02,01,04/02/2004,21/02/2003,573375,594660,s,r,i,580041,594594,r,o,r,p,m
02,01,04/02/2004,21/02/2003,604692,619872,s,l,i,606276,609081,l,o,r,p,m
02,01,04/02/2004,21/02/2003,604692,619872,s,l,i,609114,619839,r,o,r,p,m
02,01,04/02/2004,21/02/2003,628452,645425,s,r,i,630729,631752,l,o,u,p,m
02,01,04/02/2004,21/02/2003,628452,645425,s,r,i,631785,635019,r,o,r,p,m
02,01,04/02/2004,21/02/2003,677688,707064,m,r,i,679074,680229,l,o,u,p,m
02,01,04/02/2004,21/02/2003,677688,707064,m,r,i,680262,685476,r,u,u,p,h
02,01,04/02/2004,21/02/2003,677688,707064,m,r,i,699666,701514,l,u,r,p,m
02,01,04/02/2004,21/02/2003,677688,707064,m,r,i,701547,704451,r,o,r,p,m
02,01,04/02/2004,21/02/2003,715803,724066,m,l,i,717453,718575,l,o,r,p,m
02,01,04/02/2004,21/02/2003,762201,784410,b,l,i,764874,772299,l,o,r,p,m
02,01,04/02/2004,21/02/2003,762201,784410,b,l,i,772332,784179,r,u,r,p,m
02,01,04/02/2004,21/02/2003,787677,801042,b,r,i,788766,790251,l,o,u,f,h
02,01,04/02/2004,21/02/2003,787677,801042,b,r,i,792594,801042,l,o,r,p,m
02,02,11/02/2004,21/02/2003,236412,248391,s,l,n,239052,248292,l,o,r,p,m
02,02,11/02/2004,21/02/2003,278124,285252,s,r,i,280599,285186,l,u,u,p,h
02,02,11/02/2004,21/02/2003,407451,423126,h,r,n,"","","","","","",""
02,02,11/02/2004,21/02/2003,578160,590436,b,l,n,580965,590403,l,o,r,p,m
02,02,11/02/2004,21/02/2003,621753,629013,b,l,n,"","","","","","",""
02,02,11/02/2004,21/02/2003,646536,655611,b,l,n,"","","","","","",""
02,02,11/02/2004,21/02/2003,688248,695442,s,r,n,"","","","","","",""
02,03,18/02/2004,21/02/2003,141141,163449,s,l,i,"","","","","","",""
02,03,18/02/2004,21/02/2003,260073,280434,h,r,n,269940,277893,r,o,r,p,e
02,03,18/02/2004,21/02/2003,260073,280434,h,r,n,277926,280368,l,m,r,p,e
02,03,18/02/2004,21/02/2003,284823,292644,h,l,n,290103,290565,l,o,r,p,e
02,03,18/02/2004,21/02/2003,299178,340527,h,r,n,"","","","","","",""
02,03,18/02/2004,21/02/2003,402072,419463,m,r,n,416262,418770,l,m,m,f,h
02,03,18/02/2004,21/02/2003,430584,437184,m,r,n,433818,435534,l,m,m,p,h
02,03,18/02/2004,21/02/2003,462792,475860,m,l,n,"","","","","","",""
02,03,18/02/2004,21/02/2003,646833,657030,s,l,n,"","","","","","",""
02,04,10/03/2004,21/02/2003,45144,59367,s,l,e,"","","","","","",""
02,04,10/03/2004,21/02/2003,142956,150810,s,l,e,148203,149193,l,o,r,p,m
02,04,10/03/2004,21/02/2003,160347,163614,s,r,e,"","","","","","",""
02,04,10/03/2004,21/02/2003,163680,189189,s,r,e,"","","","","","",""
02,04,10/03/2004,21/02/2003,210837,255222,s,r,e,"","","","","","",""
02,05,17/03/2004,21/02/2003,554136,600831,s,l,i,564234,565158,l,o,r,f,h
02,05,17/03/2004,21/02/2003,554136,600831,s,l,i,569943,600798,l,o,r,p,h
02,05,17/03/2004,21/02/2003,607563,628683,s,r,i,609147,628584,r,u,r,p,h
02,05,17/03/2004,21/02/2003,634128,641982,s,l,i,634161,641916,l,o,r,p,m
02,05,17/03/2004,21/02/2003,648054,664224,s,r,i,648054,664158,r,o,r,p,m
02,05,17/03/2004,21/02/2003,678315,708345,s,l,i,679932,708279,l,o,r,p,m
02,05,17/03/2004,21/02/2003,713724,726990,s,r,i,714879,725901,r,o,r,p,h
02,05,17/03/2004,21/02/2003,731841,745965,s,l,i,733722,744876,l,o,r,p,m
02,05,17/03/2004,21/02/2003,758109,773520,s,r,i,758142,773124,r,o,r,p,h
02,05,17/03/2004,21/02/2003,1033494,1045341,b,l,i,1034088,1037751,l,o,r,f,m
02,05,17/03/2004,21/02/2003,1033494,1045341,b,l,i,1037784,1045176,r,o,r,p,m
02,05,17/03/2004,21/02/2003,1068111,1077925,b,r,i,1069035,1069464,l,o,r,f,m
02,05,17/03/2004,21/02/2003,1068111,1077925,b,r,i,1070520,1076691,l,o,r,p,m
02,05,17/03/2004,21/02/2003,1410618,1416715,b,r,i,1411080,1412400,l,o,u,p,h
02,05,17/03/2004,21/02/2003,1410618,1416715,b,r,i,1412433,1414809,r,o,r,p,e
02,06,24/04/2004,21/02/2003,324753,332211,s,l,i,327129,331287,l,o,r,p,e
02,06,24/04/2004,21/02/2003,344883,364518,s,r,i,348645,352209,l,u,u,p,m
02,06,24/04/2004,21/02/2003,344883,364518,s,r,i,352242,363858,l,o,r,p,h
02,06,24/04/2004,21/02/2003,380556,391017,s,l,i,382008,389730,l,o,r,p,m
02,06,24/04/2004,21/02/2003,397749,413754,s,r,i,399498,413589,r,o,r,p,m
02,06,24/04/2004,21/02/2003,423027,438669,s,r,i,424941,426525,r,o,r,p,e
02,06,24/04/2004,21/02/2003,423027,438669,s,r,i,426558,437745,l,o,r,p,h
02,06,24/04/2004,21/02/2003,444939,458568,s,l,i,445500,458040,l,o,r,p,m
02,06,24/04/2004,21/02/2003,467280,481470,s,r,i,468171,475827,r,o,r,p,m
02,06,24/04/2004,21/02/2003,467280,481470,s,r,i,475860,478566,l,o,r,p,h
02,06,24/04/2004,21/02/2003,492129,499224,s,r,i,493218,499059,r,o,r,p,m
02,06,24/04/2004,21/02/2003,617232,627528,b,l,i,619113,627462,l,o,r,p,m
02,06,24/04/2004,21/02/2003,687621,716727,b,l,i,689601,695739,l,o,r,p,m
02,06,24/04/2004,21/02/2003,687621,716727,b,l,i,695772,715407,r,u,r,p,h
02,06,24/04/2004,21/02/2003,721215,731115,h,l,n,722337,723558,l,o,r,p,m
02,06,24/04/2004,21/02/2003,721215,731115,h,l,n,723591,729993,r,o,r,p,m
02,06,24/04/2004,21/02/2003,735405,747318,h,r,n,736527,746064,r,o,r,p,m
02,06,24/04/2004,21/02/2003,751542,763059,h,l,n,752664,754710,l,o,r,p,m
02,06,24/04/2004,21/02/2003,751542,763059,h,l,n,754743,756888,r,u,r,f,h
02,06,24/04/2004,21/02/2003,787182,797874,h,r,n,789063,793122,l,o,u,p,m
02,06,24/04/2004,21/02/2003,894432,904464,b,r,e,896214,896247,r,o,r,f,m
02,06,24/04/2004,21/02/2003,894432,904464,b,r,e,897666,903408,r,o,r,p,e
02,06,24/04/2004,21/02/2003,920271,932052,b,l,n,922152,931887,l,o,r,p,h
02,06,24/04/2004,21/02/2003,954657,975348,b,r,e,958254,965085,l,o,u,f,h
02,06,24/04/2004,21/02/2003,954657,975348,b,r,e,965118,975183,r,u,u,f,e
02,06,24/04/2004,21/02/2003,1012407,1037322,h,l,n,1016697,1033098,l,o,r,p,m
02,07,20/04/2004,21/02/2003,379302,396627,h,l,n,380259,385407,r,o,u,p,m
02,07,20/04/2004,21/02/2003,379302,396627,h,l,n,385440,386859,l,m,m,p,h
02,07,20/04/2004,21/02/2003,379302,396627,h,l,n,386892,396561,l,o,r,p,m
02,07,20/04/2004,21/02/2003,399498,409464,h,r,n,406362,408903,r,o,r,p,m
02,07,20/04/2004,21/02/2003,415866,422202,h,l,n,416757,419199,r,o,u,p,m
02,07,20/04/2004,21/02/2003,434478,442464,h,r,n,"","","","","","",""
02,07,20/04/2004,21/02/2003,443784,450384,h,r,n,445269,446391,r,o,r,p,m
02,07,20/04/2004,21/02/2003,454113,464508,h,l,n,"","","","","","",""
02,07,20/04/2004,21/02/2003,551364,576444,s,r,i,565785,576444,r,o,r,p,m
02,07,20/04/2004,21/02/2003,582747,601359,s,l,i,596244,601194,r,o,u,p,m
02,07,20/04/2004,21/02/2003,639144,660561,s,l,i,641817,657888,l,o,r,p,m
02,07,20/04/2004,21/02/2003,687687,728310,s,l,i,688545,727584,l,o,r,p,m
02,07,20/04/2004,21/02/2003,736494,764247,s,r,i,743424,764247,r,o,r,p,m
